"Katalog","Kodiersystem","Kode","P-Code1","P-Code2","P-Code3","Text1","Text2","Text3","Text4","Text5","Text6","DatumGueltigkeit","ADV16_Int"
"016","000","3500814","92952-81-3",,,"4-Hydroxypropylamino-3-nitrophenol",,,,,,"20101126",3500814
"016","000","3500815","89-25-8",,,"Phenylmethylpyrazolon; 3H-Pyrazol-3-on",,,,,,"20101126",3500815
"016","000","3500816","100418-33-5",,,"Hydroxyethyl-2-nitro-p-toluidin",,,,,,"20101126",3500816
"016","000","3500817","59320-13-7",,,"HC Yellow 12; 2-[(4-Chlor-2-nitrophenyl)amino]ethanol",,,,,,"20101126",3500817
"016","000","3500818","6369-59-1",,,"2,5-Diaminotoluolsulfat; 2,5-Toluylendiaminsulfat;","2-Methyl-p-phenylendiaminsulfat",,,,,"20101126",3500818
"016","000","3500819","141-86-6",,,"2,6-Diaminopyridin",,,,,,"20101126",3500819
"016","000","3500820","615-66-7",,,"2-Chlor-p-phenylendiamin",,,,,,"20101126",3500820
"016","000","3500821","95-86-3",,,"2,4-Diaminophenol; 1-Hydroxy-2,4-diaminobenzol",,,,,,"20101126",3500821
"016","000","3500822","5392-28-9",,,"2,4,5,6-Tetraaminopyrimidin",,,,,,"20101126",3500822
"016","000","3500823","533-73-3",,,"1,2,4-Trihydroxybenzol",,,,,,"20101126",3500823
"016","000","3500901",,,,"Farbstoffe fettlösliche",,,,,,"20001124",3500901
"016","000","3500902",,,,"Farbstoffe künstliche",,,,,,"20001124",3500902
"016","000","3500903",,,,"Lebensmittelfarbstoffe",,,,,,"20001124",3500903
"016","000","3500904",,,,"Farbstoffe natürliche",,,,,,"20001124",3500904
"016","000","3500906",,,,"Allerg. Dispersionsfarbstoffe",,,,,,"20001124",3500906
"016","000","3510006",,,,"Pigmentgrün B CI 10006",,,,,,"19990330",3510006
"016","000","3510020",,,,"Naphtholgrün B C 7 CI 10020",,,,,,"19990330",3510020
"016","000","3510316",,,,"Naphtholgelb S CI 10316",,,,,,"19990330",3510316
"016","000","3510345","119-15-3",,,"Disperse Yellow 1 CI 10345",,,,,,"20061117",3510345
"016","000","3510375",,,,"Disperse Yellow 9 CI 10375",,,,,,"20051207",3510375
"016","000","3511020",,,,"Butter Yellow, Dimethylgelb CI 11020",,,,,,"20051207",3511020
"016","000","3511080",,,,"Disperse Orange 11 CI 60700",,,,,,"20061117",3511080
"016","000","3511152","23355-64-8",,,"Disperse Brown 1 CI 11152",,,,,,"20080602",3511152
"016","000","3511210","3179-89-3",,,"Disperse Red 17 CI 11210",,,,,,"20061117",3511210
"016","000","3511680",,,,"Sico-Hellgelb HR CI 11680",,,,,,"19990330",3511680
"016","000","3511710",,,,"Sicomet-Gelb P CI 11710",,,,,,"19990330",3511710
"016","000","3511725",,,,"Hansagelb 3 R CI 11725",,,,,,"19990330",3511725
"016","000","3511920",,,,"Sudanorange G CI 11920","Solvent orange 1",,,,,"20041201",3511920
"016","000","3512010",,,,"Fettbraun B CI 12010",,,,,,"19990330",3512010
"016","000","3512055",,,,"Sudan I   CI 12055","Solvent yellow 14",,,,,"20041201",3512055
"016","000","3512070","6410-10-2",,,"Pararot CI 12070","Pigment Red 1; Nitroanilinrot",,,,,"20050804",3512070
"016","000","3512075",,,,"Permanentorange Cl 12075",,,,,,"20001124",3512075
"016","000","3512085",,,,"Permanentrot R extra CI 12085",,,,,,"19990330",3512085
"016","000","3512120",,,,"Pigment Red 3 CI 12120 Hansarot B Toluidinrot",,,,,,"20001124",3512120
"016","000","3512140",,,,"Sudan II    CI 12140","Solvent orange 7",,,,,"20041201",3512140
"016","000","3512150",,,,"Sudanrot G CI 12150","Solvent red 1",,,,,"20041201",3512150
"016","000","3512310","6041-94-7",,,"Pigment Red 2 CI 12310",,,,,,"20101126",3512310
"016","000","3512335",,,,"Pigment Red 8 CI 12335",,,,,,"20051207",3512335
"016","000","3512370",,,,"Irralith Rot FBS CI 12370",,,,,,"19990330",3512370
"016","000","3512420",,,,"Pigment Red 7 CI 12420",,,,,,"19990330",3512420
"016","000","3512480",,,,"Pigment Brown 1 CI 12480",,,,,,"19990330",3512480
"016","000","3512490",,,,"Permanentcarmin FB CI 12490",,,,,,"19990330",3512490
"016","000","3512700",,,,"Disperse Yellow 16 CI 12700",,,,,,"19990330",3512700
"016","000","3513015",,,,"Echtgelb E 105 CI 13015",,,,,,"19990330",3513015
"016","000","3513065",,,,"Metanil-Gelb CI 13065",,,,,,"19990330",3513065
"016","000","3514270",,,,"Chryosin S E 103 CI 14270",,,,,,"19990330",3514270
"016","000","3514700",,,,"Ponceau SX CI 14700",,,,,,"19990330",3514700
"016","000","3514815",,,,"Scharlach GN E 125 CI 14815",,,,,,"19990330",3514815
"016","000","3515510","633-96-5",,,"Erioorange II CI 15510","Acid Orange 7",,,,,"20091203",3515510
"016","000","3515525",,,,"Permanentrottoner NCR CI 15525",,,,,,"19990330",3515525
"016","000","3515580",,,,"Methylbenzolsulfon Cl 15580",,,,,,"20001124",3515580
"016","000","3515585",,,,"Lackrot C CI 15585",,,,,,"19990330",3515585
"016","000","3515620",,,,"Rocceline CI 15620",,,,,,"19990330",3515620
"016","000","3515630",,,,"Litholrot R CI 15630",,,,,,"19990330",3515630
"016","000","3515800",,,,"C-ext Rot 57 CI 15800",,,,,,"19990330",3515800
"016","000","3515850",,,,"Litholrubin BK CI 15850",,,,,,"19990330",3515850
"016","000","3515865",,,,"Litholrubin 3 R CI 15865",,,,,,"19990330",3515865
"016","000","3515880",,,,"Bordotoner C Litholbordeauxtoner CI 15880",,,,,,"19990330",3515880
"016","000","3515970",,,,"Croceinorange, Pigment Orange 18, Acid Orange-12, CI 15970",,,,,,"20061117",3515970
"016","000","3515980",,,,"Orange GGN E 111 CI 15980",,,,,,"19990330",3515980
"016","000","3516150",,,,"Ponceau 2R Acid Red 26 CI 16150",,,,,,"20051207",3516150
"016","000","3516230",,,,"Acid Orange 10 CI 16230",,,,,,"19990330",3516230
"016","000","3516290",,,,"Ponceau 6 R E 126 CI 16290",,,,,,"19990330",3516290
"016","000","3517200",,,,"Säurefuchsin B CI 17200",,,,,,"19990330",3517200
"016","000","3518130",,,,"Supranol-Brillantrot 3 BW CI 18130",,,,,,"19990330",3518130
"016","000","3518690",,,,"Zaponechtgelb R CI 18690",,,,,,"19990330",3518690
"016","000","3518736",,,,"Zaponechtorange RR CI 18736",,,,,,"19990330",3518736
"016","000","3518820",,,,"Echtlichtgelb G CI 18820",,,,,,"19990330",3518820
"016","000","3518965",,,,"Acid Yellow 17 CI 18965",,,,,,"19990330",3518965
"016","000","3519120",,,,"C-ext Gelb 20 CI 19120",,,,,,"19990330",3519120
"016","000","3520040",,,,"Pigment Yellow 16 CI 20040",,,,,,"19990330",3520040
"016","000","3520170",,,,"C-ext Braun 4 CI 20170",,,,,,"19990330",3520170
"016","000","3520470",,,,"Erioschwarz CI 20470",,,,,,"19990330",3520470
"016","000","3521010","5421-66-9",,,"Basic Brown 4; Bismarck Brown R CI 21010",,,,,,"20180101",3521010
"016","000","3521100",,,,"Pigment Yellow 13 CI 21100",,,,,,"19990330",3521100
"016","000","3521108",,,,"Pigment Yellow 83 CI 21108",,,,,,"19990330",3521108
"016","000","3521230",,,,"Ceresgelb GRN C 9 CI 21230",,,,,,"19990330",3521230
"016","000","3522120","573-58-0",,,"Direct Red 28 CI 22120",,,,,,"20080602",3522120
"016","000","3522610","2602-46-2",,,"Direct Blue 6 CI 22610",,,,,,"20080602",3522610
"016","000","3524401","73070-37-8",,,"Direct Blue 218 CI 24401",,,,,,"20080602",3524401
"016","000","3524790",,,,"Acid Red 163 C-WR Rot 18 CI 24790",,,,,,"19990330",3524790
"016","000","3526050","6368-72-5",,,"Sudanrot 7B CI 26050",,,,,,"20070529",3526050
"016","000","3526070","6250-23-3",,,"Disperse Yellow 23 CI 26070",,,,,,"20080602",3526070
"016","000","3526090","6300-37-4",,,"Disperse Yellow 7 CI 26090",,,,,,"20091203",3526090
"016","000","3526100",,,,"Sudan III CI 26100","Solvent red 23",,,,,"20041201",3526100
"016","000","3526105",,,,"Sudan IV  CI 26105","Solvent red 24",,,,,"20041201",3526105
"016","000","3526110","3176-79-2",,,"Sudanrot B CI 26110",,,,,,"20070529",3526110
"016","000","3526130",,,,"Disperse Red 151 CI 26130",,,,,,"20091203",3526130
"016","000","3527190","6226-78-4",,,"Acid Red 150 CI 27190",,,,,,"20091203",3527190
"016","000","3527290",,,,"Acid Red 73 CI 27290",,,,,,"19990330",3527290
"016","000","3527755",,,,"Schwarz 7984 E 152 CI 27755",,,,,,"19990330",3527755
"016","000","3530235","1937-37-7","61701-15-3",,"Direct Black 38 CI 30235",,,,,,"20080602",3530235
"016","000","3537505","92-77-3",,,"Naphtol AS CI 37505",,,,,,"20180101",3537505
"016","000","3540215",,,,"C-WR Orange 1 CI 40215",,,,,,"19990330",3540215
"016","000","3540800",,,,"Food Yellow CI 40800",,,,,,"19990330",3540800
"016","000","3542000","569-64-2",,"Malachitgrün","Malachitgrün CI 42000","Malachitgrünhydrochlorid",,,,,"20050804",3542000
"016","000","3542040","633-03-4",,"Brillantgrün, Malachitgrün G","Brillantgrün Malachitgrün G CI 42040",,,,,,"19991206",3542040
"016","000","3542045",,,,"Patentblau VF CI 42045",,,,,,"19990330",3542045
"016","000","3542053",,,,"Echtgrün FCF CI 42053",,,,,,"19990330",3542053
"016","000","3542080",,,,"Patentblau A CI 42080",,,,,,"19990330",3542080
"016","000","3542100","633-03-4",,"Acilantbrillantgrün","Acilanbrillantgrün CI 42100",,,,,,"19991206",3542100
"016","000","3542140",,,,"Astrahodulinblau 5 CI 42140",,,,,,"19990330",3542140
"016","000","3542170",,,,"Acilanechtgrün 10 G C 8 CI 42170",,,,,,"19990330",3542170
"016","000","3542500",,,,"Basic Red 9, Paramagenta CI 42500",,,,,,"20051207",3542500
"016","000","3542510","632-99-5",,,"Fuchsin AN; Basic Violet 14 CI 42510",,,,,,"20080602",3542510
"016","000","3542520",,,,"Basic Violet 2 CI 42520",,,,,,"19990330",3542520
"016","000","3542535","8004-87-3",,"Methylviolett","Methylviolett; Basis Violet 1 CI 42535",,,,,,"20080602",3542535
"016","000","3542555","548-62-9",,"Kristallviolett","Kristallviolett; Basic Violet 3 CI 42555",,,,,,"20080602",3542555
"016","000","3542595","2390-60-5",,,"Victoria Pure Blue BO; Basic Blue 7 CI 42595","4-[4-(Diethylamino)-alpha-[4-(ethylamino)-1-naphthyl]benzyliden]cyclohexa-2,5-","dien-1-yliden]",,,,"20120607",3542595
"016","000","3542640","1694-09-3",,,"Acilanviolett S 4 BN; Acid Violet 49 CI 42640",,,,,,"20080602",3542640
"016","000","3542735",,,,"Acilianbrillantblau FFR C 5 CI 42735",,,,,,"19990330",3542735
"016","000","3544040",,,,"Victoriablau R C 3 CI 44040",,,,,,"19990330",3544040
"016","000","3544045",,,,"Victoriablau B C 4 CI 44045",,,,,,"19990330",3544045
"016","000","3545100",,,,"Acid Red 52 CI 45100",,,,,,"19990330",3545100
"016","000","3545160",,,,"C-WR Rot 15 CI 45160",,,,,,"19990330",3545160
"016","000","3545170",,,,"Rhodamin B CI 45170",,,,,,"19990330",3545170
"016","000","3545190",,,,"Echtsäureviolett R C 17 CI 45190",,,,,,"19990330",3545190
"016","000","3545220",,,,"Amido Rhodamin G extra CI 45220",,,,,,"19990330",3545220
"016","000","3545350",,,,"Fluorescein CI 45350",,,,,,"19990330",3545350
"016","000","3545370",,,,"Eosinsäure S 10 CI 45370",,,,,,"19990330",3545370
"016","000","3545380",,,,"Eosin S 13 CI 45380",,,,,,"19990330",3545380
"016","000","3545396",,,,"Solvent Dye CI 45396",,,,,,"19990330",3545396
"016","000","3545405",,,,"Acid Red 98 CI 45405",,,,,,"19990330",3545405
"016","000","3545410",,,,"Phloxin CI 45410",,,,,,"19990330",3545410
"016","000","3545425",,,,"Eosin S 15 CI 45425",,,,,,"19990330",3545425
"016","000","3547000",,,,"Chinophthalon CI 47000",,,,,,"19990330",3547000
"016","000","3548040",,,,"Astrazonorange R CI 48040",,,,,,"19990330",3548040
"016","000","3550325",,,,"Acilanechtviolett FB 250 CI 50325",,,,,,"19990330",3550325
"016","000","3550420",,,,"Acid Black 2 CI 50420",,,,,,"19990330",3550420
"016","000","3551319",,,,"Colanylviolett RL Hostapermviolett RL CI 51319",,,,,,"19990330",3551319
"016","000","3558000",,,,"Alizarin CI 58000",,,,,,"19990330",3558000
"016","000","3559040",,,,"Pyranin CI 59040",,,,,,"19990330",3559040
"016","000","3560723",,,,"1-Hydroxy-4N-phenylaminoanthrachinon CI 60724 Foron Brillantviolett E-BLN","Disperse Violett 27",,,,,"20001124",3560723
"016","000","3560725",,,,"Irisol spritrein CI 60725",,,,,,"19990330",3560725
"016","000","3560730",,,,"Acid Violet 23 CI 60730",,,,,,"19990330",3560730
"016","000","3561100","128-95-0",,,"Disperse Violet 1 CI 61100; 1,4-Diaminoanthrachinon",,,,,,"20101126",3561100
"016","000","3561505",,,,"Disperse Blue 3 CI 61505",,,,,,"20051207",3561505
"016","000","3561554",,,,"Sudanblau II CI 61554","Solvent blue 35",,,,,"20041201",3561554
"016","000","3561565",,,,"Ceresgrün CI 61565",,,,,,"19990330",3561565
"016","000","3561570",,,,"Acilancyangrün G CI 61570",,,,,,"19990330",3561570
"016","000","3561585",,,,"Iragonblau LUD CI 61585",,,,,,"19990330",3561585
"016","000","3561710",,,,"Sicomet Violett S CI 61710",,,,,,"19990330",3561710
"016","000","3562015",,,,"Disperse Red 11 CI 62015",,,,,,"20051207",3562015
"016","000","3562045",,,,"Acid Blue 62 CI 62045",,,,,,"19990330",3562045
"016","000","3562500","3179-90-6",,,"Disperse Blue 7 CI 62500",,,,,,"20080602",3562500
"016","000","3563285","12217-79-7","73468-51-6",,"Disperse Blue 56 CI 63285",,,,,,"20080602",3563285
"016","000","3563305","3860-63-7",,,"Disperse Blue 26 CI 63305",,,,,,"20061117",3563305
"016","000","3569800",,,,"Indanthrenblau RS E 130 CI 69800",,,,,,"19990330",3569800
"016","000","3569825",,,,"Vat Blue 6 CI 69825",,,,,,"19990330",3569825
"016","000","3571105",,,,"Hostaperm Orange CI 71105",,,,,,"19990330",3571105
"016","000","3573000",,,,"Indigo synthetisch CI 73000",,,,,,"19990330",3573000
"016","000","3573360",,,,"Indanthrenbrillantrosa CI 73360",,,,,,"19990330",3573360
"016","000","3573385",,,,"Indanthrenviolett CI 73385",,,,,,"19990330",3573385
"016","000","3573900",,,,"Quinaridone Violet 19 CI 73900",,,,,,"19990330",3573900
"016","000","3573915",,,,"Pigment Red 122 CI 73915",,,,,,"19990330",3573915
"016","000","3574100",,,,"Pigment Blue 16 CI 74100 Heliogenblau G Phtalocyanin",,,,,,"20001124",3574100
"016","000","3574160",,,,"Phthalocyaninblau Phthalocyaninblau-Cu C 13 CI 74160",,,,,,"20041201",3574160
"016","000","3574180",,,,"Lurantinlichttürkisblau CI 74180",,,,,,"19990330",3574180
"016","000","3574260",,,,"Phthalocyaningrün Sico-Grün R 9841 C 14 CI 74260",,,,,,"19990330",3574260
"016","000","3575100",,,,"Natural Yellow 6,19 CI 75100",,,,,,"19990330",3575100
"016","000","3575130",,,,"Carotin Cl 75130",,,,,,"20001124",3575130
"016","000","3575170",,,,"Guanin Cl 75170 Guanin Fischsilber",,,,,,"20001124",3575170
"016","000","3575480",,,,"Lawson CI 75480","2- Hydroxy-1,4-naphthochinon",,,,,"20041201",3575480
"016","000","3576625","83-56-7",,,"1,5-Naphthalindiol CI 76625; Naphthalin-1,5-diol",,,,,,"20101126",3576625
"016","000","3577002",,,,"Tonerdehydrat CI 77002",,,,,,"19990330",3577002
"016","000","3577004",,,,"Bentonit CI 77004 E 558",,,,,,"19991206",3577004
"016","000","3577007",,,,"Ultramarin C 12 CI 77007",,,,,,"19990330",3577007
"016","000","3577015",,,,"Pigment Red 101 und 102 CI 77015",,,,,,"19990330",3577015
"016","000","3577120",,,,"Blanc-fixe Bariumsulfat CI 77120",,,,,,"19990330",3577120
"016","000","3577163",,,,"Perlweiß Bismutoxychlorid auch Gemische mit Glimmer CI 77163",,,,,,"20041201",3577163
"016","000","3577231",,,,"Calciumsulfat CI 77231 E 516",,,,,,"19991206",3577231
"016","000","3577266",,,,"Kohlenstoff CI 77266",,,,,,"19990330",3577266
"016","000","3577267",,,,"Pigment Black 9 CI 77267",,,,,,"19990330",3577267
"016","000","3577288",,,,"Chromoxid CI 77288",,,,,,"19990330",3577288
"016","000","3577289",,,,"Chromoxid wasserhaltig CI 77289",,,,,,"19990330",3577289
"016","000","3577346",,,,"Pigment Blue 28 Pigment Green 14 CI 77346",,,,,,"20041201",3577346
"016","000","3577400",,,,"Pigment Metal 2 CI 77400",,,,,,"19990330",3577400
"016","000","3577408",,,,"CI 77408",,,,,,"19990330",3577408
"016","000","3577491",,,,"Eisenoxidrot CI 77491",,,,,,"19990330",3577491
"016","000","3577492",,,,"Eisenoxidgelb Eisenoxidhydrat CI 77492",,,,,,"19990330",3577492
"016","000","3577499",,,,"Eisenoxidschwarz CI 77499",,,,,,"19990330",3577499
"016","000","3577510",,,,"Cyanblau S 2103 R Ferriferrocyanid CI 77510",,,,,,"19990330",3577510
"016","000","3577713",,,,"Pigment White 18 CI 77713",,,,,,"19990330",3577713
"016","000","3577742",,,,"Manganviolett CI 77742",,,,,,"19990330",3577742
"016","000","3577745",,,,"Manganphosphat CI 77745",,,,,,"19990330",3577745
"016","000","3577947",,,,"Zinkoxid CI 77947",,,,,,"19990330",3577947
"016","000","3599000","135-19-3",,,"2-Naphthol; beta-Naphthol",,,,,,"20041201",3599000
"016","000","3599001","2051-79-8",,,"4-(N,N-Diethyl)-2-methyl-p-phenylendiaminmonohydrochlorid;","4-Diethylamino-o-toluidinhydrochlorid",,,,,"20180101",3599001
"016","000","3599002","101-54-2",,,"4-Aminodiphenylamin;","N-Phenyl-p-phenylendiamin",,,,,"20180101",3599002
"016","000","3599003","99-98-9",,,"N,N-Dimethyl-1,4-phenylendiamin",,,,,,"20180101",3599003
"016","000","3599004","88-53-9",,,"2-Amino-5-chlor-p-toluolsulfonsäure",,,,,,"20180101",3599004
"016","000","3600000",,,,"Konservierungsstoffe und Desinfektionsstoffe",,,,,,"20041201",3600000
"016","000","3600001",,,,"Konservierungsstoffe",,,,,,"19990330",3600001
"016","000","3600003",,"0937",,"Benzoesäure E 210",,,,,,"19990330",3600003
"016","000","3600004",,,,"Sorbinsäure E 200",,,,,,"19990330",3600004
"016","000","3600005",,,,"Gesamte schweflige Säure berechnet als SO2 (E220)",,,,,,"20041201",3600005
"016","000","3600006",,,,"Freie schweflige Säure E 220",,,,,,"19990330",3600006
"016","000","3600007",,,,"Gesamtes wirksames Chlor",,,,,,"19990330",3600007
"016","000","3600008",,,,"Freies wirksames Chlor",,,,,,"19990330",3600008
"016","000","3600009",,,,"Gebundenes wirksames Chlor",,,,,,"19990330",3600009
"016","000","3600010",,,,"Natamycin Pimaricin E 235",,,,,,"19990330",3600010
"016","000","3600015",,,,"Hexamethylentetramin E 239",,,,,,"19990330",3600015
"016","000","3600016",,,,"Quaternäre Ammoniumverbindungen QAV",,,,,,"19990330",3600016
"016","000","3600017","7722-84-1",,,"Wasserstoffperoxid",,,,,,"19990330",3600017
"016","000","3600018","69-72-7",,"Salicylsäure","Salicylsäure",,,,,,"19990330",3600018
"016","000","3600020",,,,"Dehydracetsäure",,,,,,"19990330",3600020
"016","000","3600022",,,,"Hexetidin",,,,,,"19990330",3600022
"016","000","3600023",,,,"Bronidox",,,,,,"19990330",3600023
"016","000","3600024",,"0994",,"Bronopol",,,,,,"19990330",3600024
"016","000","3600025",,,,"2,4-Dichlorbenzylalkohol",,,,,,"19990330",3600025
"016","000","3600027",,,,"Triclosan Irgasan",,,,,,"19990330",3600027
"016","000","3600028",,,,"p-Chlor-m-xylenol 4-Chlor-3,5-dimethylphenol",,,,,,"20081202",3600028
"016","000","3600029",,,,"Imidazolidinylurea",,,,,,"19990330",3600029
"016","000","3600030",,,,"2-Phenoxyethanol",,,,,,"19990330",3600030
"016","000","3600031",,,,"Quaternium 15 Dowicil 200",,,,,,"19990330",3600031
"016","000","3600032",,,,"DMDM Hydantoin",,,,,,"19990330",3600032
"016","000","3600033","10222-01-2",,"DBNPA","2,2-Dibrom-2-cyanacetamid",,,,,,"20180101",3600033
"016","000","3600034",,,,"1,2-Dibrom-2,4-dicyanobutan; Methyldibromglutaronitril",,,,,,"20101126",3600034
"016","000","3600035",,,,"Bromchlorophen",,,,,,"19990330",3600035
"016","000","3600036",,,,"5-Chlor-2-methyl-4-isothiazolin-3-on und 2-Methyl-4-isothiazolin-3-on, Summe;","Kathon CG","S = 1x3600200+1x3600201",,"S",,"20101126",3600036
"016","000","3600038",,,,"2-Chloracetamid",,,,,,"19990330",3600038
"016","000","3600039",,,,"Chlorhexidin",,,,,,"19990330",3600039
"016","000","3600040",,,,"1-Phenoxy-propan-2-ol",,,,,,"19990330",3600040
"016","000","3600041",,,,"Cetrimoniumbromid",,,,,,"19990330",3600041
"016","000","3600042",,,,"Benzethoniumchlorid",,,,,,"19990330",3600042
"016","000","3600043",,,,"Glutaraldehyd",,,,,,"19990330",3600043
"016","000","3600044",,,,"p-Hydroxybenzoesäuremethylester E 218",,,,,,"19990330",3600044
"016","000","3600045",,,,"p-Hydroxybenzoesäureethylester E 214",,,,,,"19990330",3600045
"016","000","3600046",,,,"p-Hydroxybenzoesäurepropylester E 216",,,,,,"19990330",3600046
"016","000","3600047",,,,"p-Hydroxybenzoesäurebutylester",,,,,,"19990330",3600047
"016","000","3600048",,,,"p-Hydroxybenzoesäureisopropylester",,,,,,"19990330",3600048
"016","000","3600049",,,,"p-Hydroxybenzoesäureisobutylester",,,,,,"19990330",3600049
"016","000","3600051",,,,"Dimethyldicarbonat E 242",,,,,,"19990330",3600051
"016","000","3600052",,,,"Natriumethyl-p-hydroxybenzoat E 215",,,,,,"19990330",3600052
"016","000","3600053",,,,"Natriumpropyl-p-hydroxybenzoat E 217",,,,,,"19990330",3600053
"016","000","3600054",,,,"Natriummethyl-p-hydroxybenzoat E 219",,,,,,"19990330",3600054
"016","000","3600055",,,,"p-Hydroxybenzoesäurebenzylester",,,,,,"20001124",3600055
"016","000","3600056",,,,"p-Hydroxybenzoesäure",,,,,,"20001124",3600056
"016","000","3600057",,,,"Methyl-Ethyl-Carbonat",,,,,,"20011213",3600057
"016","000","3600058",,,,"Cetrimoniumchlorid; C16-Trimethylammonium",,,,,,"20041201",3600058
"016","000","3600059",,,,"2-Phenoxypropan-1-ol",,,,,,"20041201",3600059
"016","000","3600061","136-60-7",,,"Benzoesäurebutylester",,,,,,"20051207",3600061
"016","000","3600062","2315-68-6",,,"Benzoesäurepropylester",,,,,,"20051207",3600062
"016","000","3600063","93-58-3",,,"Benzoesäuremethylester",,,,,,"20051207",3600063
"016","000","3600064","93-99-2",,,"Benzoesäurephenylester",,,,,,"20051207",3600064
"016","000","3600065","139-07-1",,,"Benzyldodecyldimethylammoniumchlorid (BAC-C12)",,,,,,"20130101",3600065
"016","000","3600066","139-08-2",,,"Benzyldimethyltetradecylammonium-chlorid (BAC-C14); Miristalkoniumchlorid",,,,,,"20150701",3600066
"016","000","3600067","122-18-9",,,"Benzylhexadecyldimethylammoniumchlorid (BAC-C16); Cetalkoniumchlorid",,,,,,"20130101",3600067
"016","000","3600068","94-09-7",,,"p-Aminobenzoesäureethylester","Benzocain",,,,,"20110524",3600068
"016","000","3600069","8044-71-1",,,"Alkyltrimethylammoniumbromid",,,,,,"20111125",3600069
"016","000","3600070","57-09-0",,,"1-Hexadecyltrimethylammoniumbromid; N,N,N-Trimethyl-1-hexadecanaminium-","bromid",,,,,"20111125",3600070
"016","000","3600071","122-19-0",,,"Benzyldimethylstearylammoniumchlorid (BAC-C18)",,,,,,"20150101",3600071
"016","000","3600072","965-32-2",,,"Benzyldimethyldecylammoniumchlorid (BAC-C10)",,,,,,"20130101",3600072
"016","000","3600073","959-55-7",,,"Benzyldimethyloctylammoniumchlorid (BAC-C8)",,,,,,"20150101",3600073
"016","000","3600074",,,,"Benzalkoniumchlorid, Summe aus BAC-C8, BAC-C10, BAC-C12, BAC-C14, BAC-C16","und BAC-C18","S=3600073+3600072+3600065+3600066+3600067+3600071",,"S",,"20150101",3600074
"016","000","3600075",,,,"PHB-Ester (p-Hydroxybenzoesäureester), Summe aus Methyl-, Ethyl-, Propyl- und","Butylester (einschließlich ihrer Salze), berechnet als Säure","S=0,908x3600044+0,831x3600045+0,766x3600046+0,711x3600047",,"S",,"20170101",3600075
"016","000","3600105",,,,"Triclocarban",,,,,,"19990330",3600105
"016","000","3600108",,,,"Chlorphenesin",,,,,,"19990330",3600108
"016","000","3600110",,,,"Halogenessigsäuren",,,,,,"19990330",3600110
"016","000","3600112",,,,"Nisin E 234",,,,,,"19990330",3600112
"016","000","3600113",,"0142",,"Formaldehyd",,,,,,"19990330",3600113
"016","000","3600114",,,,"Chlorbutanol",,,,,,"19990330",3600114
"016","000","3600115",,,,"Dibromhexamidin",,,,,,"19990330",3600115
"016","000","3600116",,,,"Hexamidin",,,,,,"19990330",3600116
"016","000","3600117",,,,"Thiomersal",,,,,,"19990330",3600117
"016","000","3600118",,,,"Phenylquecksilber Phenylquecksilbersalze",,,,,,"20041201",3600118
"016","000","3600119","32289-58-0",,,"Poly(hexamethylenbiguanid)-HCl",,,,,,"19990330",3600119
"016","000","3600120",,,,"5-Isopropyl-o-kresol 5-Isopropyl-2-methylphenol",,,,,,"20081202",3600120
"016","000","3600121",,,,"Dimethyloxazolidin",,,,,,"19990330",3600121
"016","000","3600122",,,,"Diazolidinylharnstoff",,,,,,"20101126",3600122
"016","000","3600123",,,,"7-Ethylbicyclooxazolidin",,,,,,"19990330",3600123
"016","000","3600124",,,,"Benzylhemiformal",,,,,,"19990330",3600124
"016","000","3600125",,,,"Jodopropionylbutylcarbamat",,,,,,"19990330",3600125
"016","000","3600126",,,,"Natriumhydroxymethylglycinat",,,,,,"19990330",3600126
"016","000","3600128",,,,"Isothiazolon",,,,,,"20001124",3600128
"016","000","3600129","2634-33-5",,,"Benzisothiazolon; 1,2-Benzisothiazolin-3-on",,,,,,"20061117",3600129
"016","000","3600130",,,,"Hexamidin-diisethionat",,,,,,"20100531",3600130
"016","000","3600131","17696-62-7",,"Phenylparaben","p-Hydroxybenzoesäurephenylester; Phenylparaben",,,,,,"20160101",3600131
"016","000","3600132","6521-29-5",,"Pentylparaben","p-Hydroxybenzoesäurepentylester; Pentylparaben",,,,,,"20160101",3600132
"016","000","3600141","90-43-7",,"Orthophenylphenol E 231 o-Phenylphenol","Orthophenylphenol E 231 o-Phenylphenol",,,,,,"20041201",3600141
"016","000","3600142","92-52-4",,,"Biphenyl E 230",,,,,,"19990330",3600142
"016","000","3600151",,,,"Chlorisothiazolon",,,,,,"20011213",3600151
"016","000","3600200",,,,"2-Methyl-4-isothiazolin-3-on",,,,,,"20001124",3600200
"016","000","3600201",,,,"5-Chlor-2-methyl-4-isothiazolin-3-on",,,,,,"20001124",3600201
"016","000","3600202","26530-20-1",,,"2-Octyl-2H-isothiazol-3-on",,,,,,"20061117",3600202
"016","000","3600203","133-53-9",,,"2,4-Dichlor-3,5-xylenol 2,4-Dichlor-3,5-dimethylphenol",,,,,,"20081202",3600203
"016","000","3600205",,,,"Quotient aus 5-Chlor-2-methyl-4-isothiazolin-3-on","und 2-Methyl-4-isothiazolin-3-on",,,,,"20100531",3600205
"016","000","3600206","3228-02-2",,,"o-Cymen-5-ol; 3-Methyl-4-(1-methylethyl)phenol; 4-Isopropyl-m-kresol",,,,,,"20140701",3600206
"016","000","3600371",,,,"Hexachlorophen",,,,,,"19990330",3600371
